"=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.label"", ""label"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RSZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""CPlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""SZlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""Slabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.standard"", ""name"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level"", ""level"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.index"", ""index"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.genus"", ""genus"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.gonality"", ""q_gonality_bounds"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""rational_cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cm_discriminants"", ""cm_discriminants"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/ag.conductor"", ""conductor"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.simple"", ""simple"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/av.squarefree"", ""squarefree"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.contains_negative_one"", ""contains_negative_one"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.decomposition"", ""dims"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.models"", ""models"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.known_points"", ""num_known_degree1_points"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.local_obstruction"", ""pointless"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level_structure"", ""generators"")"
24.72.2.gm.1,24.72.2.1089,,24L2,,,,24,72,2,"[2, 2]",4,0,[],"[[2, 12], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[1, 3, 18, 7], [5, 11, 2, 19], [15, 4, 14, 9], [17, 13, 22, 19], [23, 2, 22, 17]]"
24.72.2.gu.1,24.72.2.1097,,24L2,,,,24,72,2,"[2, 2]",4,0,[],"[[2, 12], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[3, 10, 10, 9], [13, 12, 6, 19], [15, 2, 22, 9], [17, 1, 22, 7], [19, 10, 4, 23]]"
24.72.2.iy.1,24.72.2.1118,,24P2,,,,24,72,2,"[2, 2]",4,0,[-4],"[[2, 12], [3, 4]]",False,False,True,"[[1], [2]]",3,0,False,"[[1, 18, 12, 17], [5, 1, 14, 23], [13, 22, 14, 7], [17, 13, 20, 11], [23, 21, 0, 1]]"
24.72.2.jo.1,24.72.2.104,,24L2,,,,24,72,2,"[2, 2]",4,0,[-4],"[[2, 12], [3, 4]]",False,False,True,"[[1], [2]]",3,0,False,"[[1, 11, 16, 7], [7, 0, 0, 23], [13, 3, 18, 19], [13, 15, 0, 11], [21, 14, 4, 9]]"
25.50.2.a.1,25.50.2.1,,25E2,,,,25,50,2,"[2, 2]",2,0,[-3],"[[5, 8]]",True,True,True,"[[2], [1]]",3,1,False,"[[2, 12, 5, 3], [13, 2, 3, 1]]"
25.75.2.a.1,25.75.2.1,,25F2,,,,25,75,2,"[2, 2]",7,0,[-3],"[[5, 8]]",True,True,True,"[[2], [1]]",3,1,False,"[[16, 0, 15, 12], [20, 24, 18, 10]]"
28.96.2.e.1,28.96.2.41,,28F2,,,,28,96,2,"[2, 2]",6,0,[],"[[2, 8], [7, 4]]",True,True,True,"[[2], [1]]",3,1,,"[[11, 14, 24, 17], [23, 12, 8, 5], [26, 23, 9, 1]]"
28.96.2.e.2,28.96.2.39,,28F2,,,,28,96,2,"[2, 2]",6,0,[],"[[2, 8], [7, 4]]",True,True,True,"[[2], [1]]",3,1,,"[[11, 21, 9, 8], [14, 1, 15, 5], [20, 3, 23, 5]]"
30.30.2.h.1,30.30.2.5,,30A2,,,,30,30,2,"[2, 2]",1,1,"[-4, -19]","[[2, 2], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[4, 19, 19, 26], [16, 1, 13, 2], [27, 25, 10, 9]]"
30.60.2.i.1,30.60.2.9,,30F2,,,,30,60,2,"[2, 2]",2,0,[],"[[2, 2], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,,"[[0, 7, 13, 15], [9, 28, 8, 3], [17, 29, 2, 13], [29, 20, 20, 19]]"
30.60.2.j.1,30.60.2.3,,30F2,,,,30,60,2,"[2, 2]",2,0,"[-3, -7, -43, -67, -163]","[[2, 2], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[5, 11, 14, 25], [7, 22, 29, 13], [14, 25, 17, 26], [27, 4, 7, 3]]"
32.96.2.b.1,32.96.2.64,X520,32B2,,,,32,96,2,"[2, 2]",14,0,[-4],"[[2, 20]]",True,True,True,"[[2], [1]]",3,0,False,"[[3, 25, 8, 13], [9, 8, 10, 19], [19, 22, 16, 3]]"
32.96.2.g.1,32.96.2.21,X526,16I2,,,,32,96,2,"[2, 2]",14,0,[-4],"[[2, 20]]",True,True,True,"[[2], [1]]",3,0,False,"[[3, 31, 6, 21], [9, 0, 4, 25], [25, 20, 6, 7]]"
36.36.2.b.1,36.36.2.3,,9A2,,,,36,36,2,"[2, 2]",4,0,[],"[[2, 8], [3, 8]]",True,True,True,"[[2], [1]]",3,0,,"[[3, 34, 17, 15], [5, 21, 12, 5], [24, 25, 7, 30]]"
36.48.2.a.1,36.48.2.9,,12F2,,,,36,48,2,"[2, 2]",6,0,[],"[[2, 8], [3, 8]]",True,True,True,"[[2], [1]]",3,1,,"[[13, 20, 24, 5], [29, 5, 27, 8], [32, 3, 27, 19]]"
36.48.2.a.2,36.48.2.7,,12F2,,,,36,48,2,"[2, 2]",6,0,[],"[[2, 8], [3, 8]]",True,True,True,"[[2], [1]]",3,1,,"[[5, 20, 30, 5], [5, 22, 18, 7], [29, 5, 9, 10]]"
36.54.2.c.1,36.54.2.4,,9B2,,,,36,54,2,"[2, 2]",6,0,"[-4, -16]","[[2, 8], [3, 8]]",True,True,True,"[[2], [1]]",3,0,False,"[[10, 35, 29, 35], [29, 5, 16, 5], [29, 6, 3, 11]]"
36.72.2.d.1,36.72.2.4,,18N2,,,,36,72,2,"[2, 2]",6,0,[-12],"[[2, 8], [3, 8]]",False,False,True,"[[1], [2]]",3,0,False,"[[11, 25, 12, 7], [17, 1, 15, 8], [32, 35, 3, 32]]"
40.40.2.a.1,40.40.2.1,,20D2,,,,40,40,2,"[2, 2]",2,0,[-4],"[[2, 10], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[22, 23, 37, 37], [26, 15, 25, 34], [33, 15, 25, 24]]"
40.48.2.b.1,40.48.2.3,,8A2,,,,40,48,2,"[2, 2]",6,0,[],"[[2, 12], [5, 4]]",True,True,True,"[[2], [1]]",3,1,,"[[1, 26, 10, 27], [1, 34, 12, 5], [15, 2, 34, 29], [25, 18, 14, 31], [37, 38, 28, 13]]"
42.48.2.b.1,42.48.2.7,,14D2,,,,42,48,2,"[2, 2]",6,0,[],"[[2, 4], [3, 4], [7, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[25, 29, 34, 31], [41, 1, 40, 21], [41, 24, 15, 37]]"
48.24.2.f.1,48.24.2.4,,16A2,,,,48,24,2,"[2, 2]",2,2,[-3],"[[2, 16], [3, 4]]",True,True,True,"[[2], [1]]",3,1,False,"[[11, 27, 46, 5], [11, 40, 22, 25], [31, 18, 24, 19], [31, 27, 8, 41], [33, 38, 22, 23]]"
48.24.2.f.2,48.24.2.3,,16A2,,,,48,24,2,"[2, 2]",2,2,[-12],"[[2, 16], [3, 4]]",True,True,True,"[[2], [1]]",3,1,False,"[[3, 44, 26, 29], [17, 7, 32, 35], [25, 6, 46, 7], [33, 26, 44, 17], [39, 10, 10, 25]]"
48.48.2.b.1,48.48.2.4,,8A2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[7, 20, 40, 33], [9, 2, 2, 7], [11, 38, 26, 13], [37, 46, 18, 19], [47, 20, 24, 1]]"
48.48.2.ce.1,48.48.2.168,,16C2,,,,48,48,2,"[2, 2]",6,0,[-3],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[17, 26, 10, 3], [19, 19, 10, 9], [35, 21, 32, 37], [35, 37, 26, 29]]"
48.48.2.ce.2,48.48.2.152,,16C2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[3, 34, 32, 27], [9, 47, 8, 23], [19, 11, 4, 13], [21, 5, 14, 39]]"
48.48.2.cf.1,48.48.2.154,,16C2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[3, 17, 34, 45], [19, 16, 30, 29], [25, 25, 16, 47], [37, 11, 10, 19]]"
48.48.2.cf.2,48.48.2.170,,16C2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,1,,"[[25, 41, 10, 43], [29, 1, 40, 19], [29, 15, 40, 11], [31, 18, 2, 25]]"
48.48.2.cg.1,48.48.2.139,,8A2,,,,48,48,2,"[2, 2]",6,0,[-12],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[7, 46, 0, 19], [17, 0, 46, 7], [37, 17, 44, 47], [41, 27, 0, 35]]"
48.48.2.cg.2,48.48.2.131,,8A2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[9, 37, 20, 35], [13, 38, 38, 3], [23, 30, 32, 11], [31, 41, 32, 5]]"
48.48.2.ci.1,48.48.2.128,,8A2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[3, 22, 10, 29], [25, 40, 44, 33], [41, 16, 14, 39], [45, 13, 34, 15]]"
48.48.2.ci.2,48.48.2.136,,8A2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,1,,"[[1, 37, 2, 19], [15, 32, 10, 25], [37, 39, 22, 43], [47, 0, 14, 17]]"
48.48.2.cv.1,48.48.2.96,,8B2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 14], [3, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,,"[[21, 23, 40, 27], [21, 43, 4, 23], [33, 14, 44, 5], [37, 36, 30, 43]]"
48.48.2.cy.1,48.48.2.132,,8B2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 14], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[1, 38, 12, 29], [41, 26, 46, 39], [43, 12, 26, 13], [47, 31, 16, 13]]"
48.48.2.dk.1,48.48.2.117,,16D2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 14], [3, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,,"[[15, 2, 8, 7], [19, 18, 22, 25], [31, 47, 46, 45], [47, 14, 4, 35]]"
48.48.2.dm.1,48.48.2.105,,16D2,,,,48,48,2,"[2, 2]",6,0,"[-3, -4]","[[2, 14], [3, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[9, 1, 4, 23], [17, 18, 6, 47], [27, 31, 14, 9], [43, 16, 38, 37]]"
48.48.2.dn.1,48.48.2.108,,16D2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 14], [3, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,,"[[5, 4, 38, 15], [5, 33, 34, 47], [17, 0, 26, 47], [39, 14, 8, 47]]"
48.48.2.dt.1,48.48.2.103,,8B2,,,,48,48,2,"[2, 2]",6,0,"[-4, -12]","[[2, 14], [3, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[17, 41, 0, 7], [23, 26, 0, 11], [35, 13, 4, 37], [43, 22, 38, 37]]"
48.48.2.du.1,48.48.2.135,,8B2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 14], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[13, 43, 26, 15], [23, 37, 12, 17], [25, 39, 24, 11], [35, 47, 42, 37]]"
48.48.2.dw.1,48.48.2.143,,8B2,,,,48,48,2,"[2, 2]",6,0,[-12],"[[2, 14], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[13, 14, 14, 35], [25, 28, 12, 41], [35, 42, 32, 23], [43, 37, 30, 1]]"
48.48.2.dz.1,48.48.2.91,,8B2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 14], [3, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,,"[[21, 26, 26, 43], [23, 46, 4, 3], [31, 3, 4, 13], [43, 17, 36, 37]]"
48.48.2.eq.1,48.48.2.173,,16D2,,,,48,48,2,"[2, 2]",6,0,[-3],"[[2, 14], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[1, 32, 4, 21], [5, 32, 42, 43], [35, 47, 36, 13], [45, 19, 20, 19]]"
48.48.2.er.1,48.48.2.156,,16D2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 14], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[13, 13, 24, 43], [25, 23, 16, 7], [31, 37, 30, 17], [33, 8, 46, 27]]"
48.48.2.es.1,48.48.2.157,,16D2,,,,48,48,2,"[2, 2]",6,0,[-4],"[[2, 14], [3, 2]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[15, 26, 10, 1], [25, 27, 46, 23], [31, 1, 12, 1], [37, 24, 22, 23]]"
48.48.2.f.1,48.48.2.7,,8A2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[7, 28, 20, 31], [7, 31, 10, 21], [33, 5, 26, 15], [45, 38, 2, 19]]"
48.48.2.i.1,48.48.2.10,,16C2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[13, 0, 0, 5], [19, 14, 32, 3], [21, 16, 28, 9], [33, 13, 20, 23], [35, 31, 0, 13]]"
48.48.2.j.1,48.48.2.16,,16C2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[13, 10, 40, 27], [13, 14, 32, 11], [27, 20, 32, 29], [31, 11, 44, 15], [37, 18, 24, 43]]"
48.48.2.k.1,48.48.2.22,,16C2,,,,48,48,2,"[2, 2]",6,0,[],"[[2, 16], [3, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[1, 45, 36, 47], [7, 4, 38, 9], [27, 26, 14, 33], [33, 29, 46, 3]]"
48.72.2.d.1,48.72.2.27,,48A2,,,,48,72,2,"[2, 2]",2,2,[-7],"[[2, 16], [3, 4]]",True,True,True,"[[2], [1]]",3,1,False,"[[1, 17, 44, 23], [7, 32, 38, 29], [13, 4, 14, 19], [13, 31, 44, 31], [19, 15, 12, 29], [47, 3, 12, 41]]"
48.72.2.d.2,48.72.2.28,,48A2,,,,48,72,2,"[2, 2]",2,2,[-28],"[[2, 16], [3, 4]]",True,True,True,"[[2], [1]]",3,1,False,"[[9, 7, 28, 27], [21, 26, 16, 33], [25, 43, 22, 23], [27, 17, 28, 33], [37, 38, 14, 11], [37, 46, 8, 1]]"
56.48.2.i.1,56.48.2.11,,14D2,,,,56,48,2,"[2, 2]",6,0,[],"[[2, 12], [7, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[24, 55, 5, 46], [25, 50, 3, 49], [37, 23, 41, 22], [44, 53, 33, 35]]"
56.96.2.a.1,56.96.2.103,,28F2,,,,56,96,2,"[2, 2]",6,3,[],"[[2, 12], [7, 2]]",True,True,True,"[[2], [1]]",3,2,False,"[[9, 37, 25, 28], [26, 3, 1, 31], [27, 9, 45, 0], [37, 41, 37, 40]]"
56.96.2.a.2,56.96.2.101,,28F2,,,,56,96,2,"[2, 2]",6,3,[],"[[2, 12], [7, 2]]",True,True,True,"[[2], [1]]",3,2,False,"[[30, 51, 49, 19], [37, 4, 48, 53], [49, 19, 45, 44], [54, 19, 37, 45]]"
60.30.2.k.1,60.30.2.16,,15A2,,,,60,30,2,"[2, 2]",2,0,"[-4, -16]","[[2, 4], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[21, 52, 59, 57], [23, 38, 37, 53], [26, 21, 21, 4], [44, 47, 49, 53]]"
60.30.2.q.1,60.30.2.19,,30A2,,,,60,30,2,"[2, 2]",1,1,[-4],"[[2, 4], [3, 3], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[3, 52, 34, 29], [6, 23, 1, 12], [29, 23, 32, 31], [50, 1, 9, 25]]"
60.30.2.s.1,60.30.2.13,,30A2,,,,60,30,2,"[2, 2]",1,1,[-4],"[[2, 4], [3, 3], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[31, 26, 44, 41], [37, 23, 44, 29], [41, 4, 31, 1], [48, 59, 41, 57]]"
60.30.2.t.1,60.30.2.15,,30A2,,,,60,30,2,"[2, 2]",1,1,[-4],"[[2, 4], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[5, 37, 44, 35], [17, 24, 42, 31], [34, 27, 33, 41], [41, 8, 16, 17]]"
60.40.2.c.1,60.40.2.3,,20D2,,,,60,40,2,"[2, 2]",2,0,[-3],"[[2, 8], [3, 2], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,1,False,"[[14, 41, 31, 21], [42, 5, 35, 34], [51, 53, 26, 37]]"
60.60.2.q.1,60.60.2.29,,30F2,,,,60,60,2,"[2, 2]",2,0,[],"[[2, 4], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,,"[[13, 48, 16, 17], [21, 34, 49, 49], [27, 10, 10, 37], [31, 13, 55, 14], [59, 1, 16, 31]]"
60.60.2.r.1,60.60.2.27,,30F2,,,,60,60,2,"[2, 2]",2,0,"[-8, -28]","[[2, 4], [3, 4], [5, 4]]",False,True,True,"[[1, 1], [1, 1]]",3,0,False,"[[4, 55, 35, 34], [11, 41, 31, 44], [23, 32, 17, 49], [35, 21, 51, 28], [43, 14, 5, 17]]"
63.36.2.a.1,63.36.2.1,,9A2,,,,63,36,2,"[2, 2]",4,0,[],"[[3, 8], [7, 4]]",True,True,True,"[[2], [1]]",3,0,,"[[19, 48, 51, 14], [24, 53, 23, 42]]"
63.54.2.a.1,63.54.2.2,,9B2,,,,63,54,2,"[2, 2]",6,0,"[-7, -28]","[[3, 8], [7, 4]]",True,True,True,"[[2], [1]]",3,0,False,"[[0, 34, 55, 54], [17, 50, 5, 19]]"
70.48.2.f.1,70.48.2.6,,14D2,,,,70,48,2,"[2, 2]",6,0,[],"[[2, 4], [5, 4], [7, 4]]",False,False,True,"[[1], [2]]",3,0,,"[[28, 41, 13, 28], [58, 3, 53, 24], [62, 67, 41, 57]]"
