"=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.label"", ""label"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RSZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""CPlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""SZlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""Slabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.standard"", ""name"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level"", ""level"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.index"", ""index"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.genus"", ""genus"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.gonality"", ""q_gonality_bounds"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""rational_cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cm_discriminants"", ""cm_discriminants"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/ag.conductor"", ""conductor"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.simple"", ""simple"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/av.squarefree"", ""squarefree"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.contains_negative_one"", ""contains_negative_one"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.decomposition"", ""dims"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.models"", ""models"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.known_points"", ""num_known_degree1_points"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.local_obstruction"", ""pointless"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level_structure"", ""generators"")"
15.60.3.e.1,15.60.3.5,,15C3,,,,15,60,3,"[3, 4]",4,0,[],"[[3, 6], [5, 5]]",False,True,True,"[[1, 1, 1], [1, 1, 1]]",1,0,True,"[[2, 10, 5, 8], [9, 14, 7, 6], [12, 1, 13, 3]]"
15.90.3.d.1,15.90.3.3,,15H3,,,,15,90,3,"[3, 3]",6,0,"[-4, -16, -19]","[[3, 6], [5, 5]]",False,True,True,"[[1, 1, 1], [1, 1, 1]]",,3,False,"[[0, 8, 14, 0], [8, 10, 5, 14], [10, 13, 1, 5]]"
16.48.3.bg.1,16.48.3.79,X418,16A3,,,,16,48,3,"[3, 3]",4,0,[],"[[2, 21]]",False,False,True,"[[1, 1], [1, 2]]",1,0,,"[[7, 9, 2, 9], [13, 14, 4, 13], [15, 10, 6, 13]]"
16.48.3.n.1,16.48.3.75,X426,16A3,,,,16,48,3,"[3, 3]",4,0,[],"[[2, 21]]",False,False,True,"[[1, 1], [1, 2]]",1,0,,"[[5, 2, 14, 3], [9, 11, 12, 11], [11, 6, 12, 3]]"
16.48.3.x.1,16.48.3.65,X421,16A3,,,,16,48,3,"[3, 3]",4,0,[-8],"[[2, 21]]",False,False,True,"[[1, 1], [1, 2]]",1,1,False,"[[1, 12, 0, 7], [9, 1, 6, 9], [15, 0, 8, 7], [15, 10, 4, 1]]"
16.48.3.z.1,16.48.3.51,,16D3,,,,16,48,3,"[4, 4]",4,0,[],"[[2, 19]]",False,False,True,"[[1, 1], [1, 2]]",3,0,True,"[[5, 6, 4, 1], [9, 7, 10, 13], [13, 6, 4, 13], [15, 9, 14, 7]]"
16.96.3-16.x.1.1,16.96.3.295,,16A3,,,,16,96,3,"[3, 3]",4,0,[-8],"[[2, 21]]",False,False,False,"[[1, 1], [1, 2]]",,1,False,"[[3, 4, 0, 11], [9, 7, 2, 9], [9, 11, 6, 7]]"
16.96.3-16.x.1.2,16.96.3.407,,16A3,,,,16,96,3,"[3, 3]",4,0,[-8],"[[2, 21]]",False,False,False,"[[1, 1], [1, 2]]",,1,False,"[[7, 0, 0, 9], [13, 7, 10, 13], [15, 2, 12, 9]]"
16.96.3-16.x.1.3,16.96.3.413,,16A3,,,,16,96,3,"[3, 3]",4,0,[-8],"[[2, 21]]",False,False,False,"[[1, 1], [1, 2]]",,1,False,"[[7, 7, 2, 7], [11, 1, 6, 11], [15, 8, 8, 9]]"
16.96.3-16.x.1.4,16.96.3.305,,16A3,,,,16,96,3,"[3, 3]",4,0,[-8],"[[2, 21]]",False,False,False,"[[1, 1], [1, 2]]",,1,False,"[[9, 4, 0, 1], [13, 11, 2, 13], [13, 12, 8, 3]]"
