"=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.label"", ""label"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RSZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""CPlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""SZlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""Slabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.standard"", ""name"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level"", ""level"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.index"", ""index"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.genus"", ""genus"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.gonality"", ""q_gonality_bounds"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""rational_cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cm_discriminants"", ""cm_discriminants"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/ag.conductor"", ""conductor"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.simple"", ""simple"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/av.squarefree"", ""squarefree"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.contains_negative_one"", ""contains_negative_one"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.decomposition"", ""dims"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.models"", ""models"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.known_points"", ""num_known_degree1_points"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.local_obstruction"", ""pointless"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level_structure"", ""generators"")"
16.96.5.el.1,16.96.5.140,,16H5,,,,16,96,5,"[3, 4]",8,0,[],"[[2, 35]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,0,,"[[5, 15, 14, 7], [15, 0, 10, 9], [15, 11, 6, 9]]"
16.96.5.g.1,16.96.5.32,,16C5,,,,16,96,5,"[4, 4]",8,0,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,0,True,"[[1, 4, 0, 11], [7, 8, 8, 13], [11, 12, 0, 5], [13, 2, 12, 13]]"
16.96.5.g.2,16.96.5.37,,16C5,,,,16,96,5,"[4, 4]",8,0,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,0,True,"[[11, 2, 12, 3], [11, 4, 0, 9], [13, 2, 12, 1], [13, 6, 4, 5]]"
16.96.5.h.1,16.96.5.30,,16D5,,,,16,96,5,"[4, 4]",8,0,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,0,True,"[[1, 12, 4, 11], [11, 0, 4, 5], [15, 4, 8, 7], [15, 14, 4, 15]]"
16.96.5.h.2,16.96.5.35,,16D5,,,,16,96,5,"[4, 4]",8,0,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,0,True,"[[3, 12, 4, 9], [5, 10, 8, 7], [9, 10, 12, 5], [15, 14, 4, 11]]"
16.96.5.i.1,16.96.5.12,,16B5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 38]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[3, 0, 10, 13], [7, 0, 6, 13], [9, 4, 2, 11], [15, 4, 10, 9], [15, 4, 12, 3]]"
16.96.5.i.2,16.96.5.13,,16B5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 38]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[1, 4, 12, 13], [3, 0, 12, 7], [9, 12, 10, 3], [13, 8, 6, 11], [15, 12, 14, 13]]"
16.96.5.l.1,16.96.5.9,,16A5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,1,False,"[[3, 4, 8, 7], [3, 8, 0, 11], [11, 0, 4, 5], [11, 8, 4, 1], [13, 4, 8, 13]]"
16.96.5.l.2,16.96.5.10,,16A5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,1,False,"[[5, 4, 8, 9], [7, 4, 8, 3], [15, 6, 4, 9], [15, 8, 0, 11], [15, 12, 8, 15]]"
16.96.5.p.1,16.96.5.18,,16C5,,,,16,96,5,"[4, 4]",8,2,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[1, 0, 0, 5], [3, 14, 4, 7], [7, 8, 0, 15], [15, 2, 8, 1]]"
16.96.5.p.2,16.96.5.27,,16C5,,,,16,96,5,"[4, 4]",8,2,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[1, 14, 4, 13], [3, 12, 8, 7], [7, 0, 0, 7], [11, 8, 12, 1]]"
16.96.5.q.1,16.96.5.20,,16D5,,,,16,96,5,"[4, 4]",8,2,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[9, 4, 0, 5], [9, 6, 8, 3], [11, 0, 4, 13], [13, 6, 4, 9]]"
16.96.5.q.2,16.96.5.29,,16D5,,,,16,96,5,"[4, 4]",8,2,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[3, 0, 8, 9], [3, 2, 12, 9], [5, 6, 4, 15], [7, 6, 4, 9]]"
16.96.5.v.1,16.96.5.25,,16C5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[5, 10, 12, 13], [7, 8, 0, 7], [9, 0, 8, 15], [13, 6, 4, 1], [13, 14, 4, 15]]"
16.96.5.v.2,16.96.5.40,,16C5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[5, 6, 4, 1], [5, 14, 8, 7], [11, 2, 8, 1], [11, 12, 4, 1], [15, 8, 4, 1]]"
16.96.5.w.1,16.96.5.23,,16D5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[1, 12, 8, 3], [9, 0, 0, 9], [9, 4, 0, 7], [13, 2, 4, 3], [15, 12, 0, 9]]"
16.96.5.w.2,16.96.5.38,,16D5,,,,16,96,5,"[4, 4]",8,4,[],"[[2, 33]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,1,False,"[[3, 4, 8, 15], [9, 0, 4, 15], [11, 4, 4, 9], [15, 8, 0, 7], [15, 10, 0, 1]]"
16.96.5.x.1,16.96.5.51,,16B5,,,,16,96,5,"[4, 4]",8,0,[],"[[2, 38]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,0,True,"[[1, 2, 0, 13], [1, 14, 2, 11], [7, 12, 0, 15]]"
16.96.5.x.2,16.96.5.50,,16B5,,,,16,96,5,"[4, 4]",8,0,[],"[[2, 38]]",False,True,True,"[[1, 1, 1, 2], [1, 1, 1, 1]]",2,0,True,"[[3, 0, 10, 1], [9, 2, 0, 5], [11, 12, 8, 11]]"
16.192.5-16.a.1.1,16.192.5.1,,16B5,,,,16,192,5,"[4, 4]",8,0,[],"[[2, 38]]",False,True,False,"[[1, 1, 1, 2], [1, 1, 1, 1]]",,0,True,"[[5, 0, 4, 1], [11, 14, 6, 1], [15, 2, 2, 1]]"
