"=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.label"", ""label"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RSZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""RZBlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""CPlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""SZlabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.other_labels"", ""Slabel"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.standard"", ""name"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level"", ""level"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.index"", ""index"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.genus"", ""genus"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.gonality"", ""q_gonality_bounds"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cusps"", ""rational_cusps"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.cm_discriminants"", ""cm_discriminants"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/ag.conductor"", ""conductor"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.simple"", ""simple"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/av.squarefree"", ""squarefree"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.contains_negative_one"", ""contains_negative_one"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.decomposition"", ""dims"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.models"", ""models"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.known_points"", ""num_known_degree1_points"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.local_obstruction"", ""pointless"")","=HYPERLINK(""https://beta.lmfdb.org/knowledge/show/modcurve.level_structure"", ""generators"")"
8.192.5.a.1,8.192.5.5,,8A5,,,,8,192,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,True,"[[1, 2], [3, 1]]",2,0,True,"[[1, 0, 4, 3], [3, 4, 0, 5], [5, 4, 0, 3]]"
8.192.5.b.1,8.192.5.6,,8A5,,,,8,192,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",2,0,True,"[[1, 0, 0, 5], [5, 0, 0, 3], [7, 0, 0, 7]]"
8.192.5.b.2,8.192.5.4,,8A5,,,,8,192,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",2,0,True,"[[1, 4, 0, 5], [3, 0, 0, 5], [5, 0, 0, 3]]"
8.192.5.b.3,8.192.5.8,,8A5,,,,8,192,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",2,0,True,"[[5, 4, 0, 1], [5, 4, 0, 3], [7, 0, 0, 7]]"
8.192.5.c.1,8.192.5.3,,8A5,,,,8,192,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,True,"[[1, 2], [3, 1]]",2,0,True,"[[1, 4, 4, 5], [7, 0, 0, 1], [7, 0, 0, 7]]"
8.192.5.d.1,8.192.5.2,,8A5,,,,8,192,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",2,1,False,"[[1, 0, 0, 5], [1, 0, 0, 7], [7, 0, 0, 7]]"
8.192.5.d.2,8.192.5.7,,8A5,,,,8,192,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",2,1,False,"[[5, 4, 0, 1], [7, 0, 0, 1], [7, 0, 0, 7]]"
8.192.5.d.3,8.192.5.1,,8A5,,,,8,192,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",2,0,,"[[7, 0, 0, 1], [7, 0, 0, 7], [7, 4, 0, 3]]"
8.384.5-8.a.1.1,8.384.5.23,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[1, 0, 4, 3], [3, 4, 0, 5]]"
8.384.5-8.a.1.2,8.384.5.11,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[1, 0, 4, 3], [5, 4, 0, 3]]"
8.384.5-8.a.1.3,8.384.5.8,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[3, 4, 0, 5], [5, 4, 4, 1]]"
8.384.5-8.a.1.4,8.384.5.24,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[3, 4, 4, 7], [5, 4, 0, 3]]"
8.384.5-8.b.1.1,8.384.5.27,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[5, 0, 0, 3], [7, 0, 0, 3]]"
8.384.5-8.b.1.2,8.384.5.6,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[1, 0, 0, 5], [3, 0, 0, 5]]"
8.384.5-8.b.1.3,8.384.5.13,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[1, 0, 0, 5], [5, 0, 0, 3]]"
8.384.5-8.b.1.4,8.384.5.28,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[3, 0, 0, 5], [7, 0, 0, 3]]"
8.384.5-8.b.2.1,8.384.5.18,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[3, 4, 0, 1], [5, 0, 0, 3]]"
8.384.5-8.b.2.2,8.384.5.3,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[1, 4, 0, 5], [3, 0, 0, 5]]"
8.384.5-8.b.2.3,8.384.5.5,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[1, 4, 0, 5], [5, 0, 0, 3]]"
8.384.5-8.b.2.4,8.384.5.20,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[3, 0, 0, 5], [5, 4, 0, 7]]"
8.384.5-8.b.3.1,8.384.5.31,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[1, 0, 0, 3], [3, 4, 0, 5]]"
8.384.5-8.b.3.2,8.384.5.14,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[5, 4, 0, 1], [5, 4, 0, 3]]"
8.384.5-8.b.3.3,8.384.5.16,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[3, 4, 0, 5], [5, 4, 0, 1]]"
8.384.5-8.b.3.4,8.384.5.32,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,True,"[[3, 4, 0, 7], [5, 4, 0, 3]]"
8.384.5-8.c.1.1,8.384.5.2,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[1, 0, 0, 7], [1, 4, 4, 5]]"
8.384.5-8.c.1.2,8.384.5.21,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[7, 0, 0, 1], [7, 4, 4, 3]]"
8.384.5-8.c.1.3,8.384.5.22,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[1, 0, 0, 7], [7, 4, 4, 5]]"
8.384.5-8.c.1.4,8.384.5.12,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 30]]",False,False,False,"[[1, 2], [3, 1]]",,0,True,"[[1, 4, 4, 5], [7, 0, 0, 1]]"
8.384.5-8.d.1.1,8.384.5.9,,8A5,,,Xarith(8),8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[1, 0, 0, 5], [1, 0, 0, 7]]"
8.384.5-8.d.1.2,8.384.5.25,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[7, 0, 0, 1], [7, 0, 0, 3]]"
8.384.5-8.d.1.3,8.384.5.26,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[1, 0, 0, 7], [7, 0, 0, 3]]"
8.384.5-8.d.1.4,8.384.5.7,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[1, 0, 0, 5], [7, 0, 0, 1]]"
8.384.5-8.d.2.1,8.384.5.10,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[3, 4, 0, 1], [5, 4, 0, 1]]"
8.384.5-8.d.2.2,8.384.5.29,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[3, 4, 0, 1], [3, 4, 0, 7]]"
8.384.5-8.d.2.3,8.384.5.30,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[3, 4, 0, 7], [5, 4, 0, 7]]"
8.384.5-8.d.2.4,8.384.5.15,,8A5,,,,8,384,5,"[4, 4]",24,4,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[5, 4, 0, 1], [5, 4, 0, 7]]"
8.384.5-8.d.3.1,8.384.5.1,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,,"[[1, 0, 0, 7], [1, 4, 0, 3]]"
8.384.5-8.d.3.2,8.384.5.17,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,,"[[7, 0, 0, 1], [7, 4, 0, 3]]"
8.384.5-8.d.3.3,8.384.5.19,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,,"[[1, 0, 0, 7], [7, 4, 0, 3]]"
8.384.5-8.d.3.4,8.384.5.4,,8A5,,,,8,384,5,"[4, 4]",24,0,[],"[[2, 28]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,0,,"[[1, 4, 0, 5], [7, 0, 0, 1]]"
10.120.5.a.1,10.120.5.7,,10B5,,,,10,120,5,"[4, 4]",12,0,[],"[[2, 6], [5, 10]]",False,False,True,"[[1, 1, 1], [2, 2, 1]]",2,0,True,"[[7, 6, 4, 1]]"
10.120.5.b.1,10.120.5.5,,10B5,,,,10,120,5,"[4, 4]",12,0,[],"[[2, 6], [5, 10]]",False,False,True,"[[1, 1], [4, 1]]",2,0,True,"[[3, 6, 4, 7], [3, 8, 6, 7]]"
10.120.5.c.1,10.120.5.2,,10A5,,,,10,120,5,"[2, 2]",12,2,[],"[[2, 10], [5, 8]]",False,False,True,"[[1, 1, 2], [2, 1, 1]]",3,1,False,"[[1, 4, 0, 9], [2, 1, 5, 9]]"
10.120.5.d.1,10.120.5.3,,10A5,,,,10,120,5,"[4, 4]",12,0,[],"[[2, 10], [5, 8]]",False,False,True,"[[1, 1], [2, 3]]",3,0,True,"[[4, 3, 7, 1]]"
10.120.5.e.1,10.120.5.1,,10A5,,,,10,120,5,"[2, 2]",12,2,[],"[[2, 10], [5, 9]]",False,False,True,"[[1, 1, 2], [1, 2, 1]]",3,1,False,"[[4, 5, 5, 9], [9, 7, 0, 3]]"
10.120.5.f.1,10.120.5.8,,10B5,,,,10,120,5,"[4, 4]",12,0,[],"[[2, 6], [5, 9]]",False,False,True,"[[1, 1, 1], [1, 2, 2]]",2,0,True,"[[9, 3, 8, 3]]"
10.120.5.g.1,10.120.5.6,,10B5,,,,10,120,5,"[4, 4]",12,0,[],"[[2, 6], [5, 9]]",False,False,True,"[[1, 1, 1], [1, 2, 2]]",2,0,True,"[[1, 9, 8, 9], [3, 9, 6, 7]]"
10.120.5.h.1,10.120.5.4,,10A5,,,,10,120,5,"[2, 4]",12,0,[],"[[2, 10], [5, 7]]",False,False,True,"[[1, 1], [3, 2]]",3,0,True,"[[1, 2, 1, 9], [8, 5, 5, 3]]"
10.240.5-10.c.1.1,10.240.5.4,,10A5,,,,10,240,5,"[2, 2]",12,2,[],"[[2, 10], [5, 8]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[2, 1, 5, 9]]"
10.240.5-10.c.1.2,10.240.5.1,,10A5,,,,10,240,5,"[2, 2]",12,2,[],"[[2, 10], [5, 8]]",False,False,False,"[[1, 1, 2], [2, 1, 1]]",,1,False,"[[8, 9, 5, 1]]"
10.240.5-10.e.1.1,10.240.5.3,,10A5,,,,10,240,5,"[2, 2]",12,2,[],"[[2, 10], [5, 9]]",False,False,False,"[[1, 1, 2], [1, 2, 1]]",,1,False,"[[4, 9, 5, 2], [6, 5, 5, 1]]"
10.240.5-10.e.1.2,10.240.5.2,,10A5,,,,10,240,5,"[2, 2]",12,2,[],"[[2, 10], [5, 9]]",False,False,False,"[[1, 1, 2], [1, 2, 1]]",,1,False,"[[1, 3, 0, 7], [6, 9, 5, 9]]"
12.96.5.a.1,12.96.5.1,,12A5,,,,12,96,5,"[4, 4]",8,0,[],"[[2, 18], [3, 8]]",False,False,True,"[[1, 1, 1, 1], [1, 2, 1, 1]]",2,0,True,"[[1, 6, 6, 7], [5, 0, 0, 1], [5, 0, 0, 5], [10, 3, 3, 7]]"
12.96.5.b.1,12.96.5.7,,12A5,,,,12,96,5,"[4, 4]",8,0,[],"[[2, 16], [3, 8]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,0,True,"[[3, 1, 1, 6], [6, 1, 1, 9], [11, 3, 3, 4]]"
12.96.5.c.1,12.96.5.3,,12A5,,,,12,96,5,"[4, 4]",8,4,[],"[[2, 18], [3, 8]]",False,False,True,"[[1, 1, 1, 1], [1, 2, 1, 1]]",2,1,False,"[[1, 3, 3, 2], [2, 9, 9, 2], [7, 0, 0, 11], [11, 0, 0, 7]]"
12.96.5.d.1,12.96.5.5,,12A5,,,,12,96,5,"[4, 4]",8,0,[],"[[2, 16], [3, 8]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,0,,"[[3, 8, 1, 9], [7, 9, 0, 5], [11, 9, 9, 2]]"
12.96.5.e.1,12.96.5.4,,12A5,,,,12,96,5,"[4, 4]",8,0,[],"[[2, 18], [3, 8]]",False,False,True,"[[1, 1, 1, 1], [1, 2, 1, 1]]",2,0,True,"[[4, 9, 9, 11], [5, 6, 9, 7], [7, 3, 6, 5]]"
12.96.5.f.1,12.96.5.2,,12A5,,,,12,96,5,"[4, 4]",8,0,[-3],"[[2, 18], [3, 8]]",False,False,True,"[[1, 1, 1, 1], [1, 2, 1, 1]]",2,1,False,"[[5, 4, 3, 7], [7, 9, 3, 10], [11, 6, 6, 5]]"
12.96.5.g.1,12.96.5.8,,12A5,,,,12,96,5,"[4, 4]",8,0,[],"[[2, 16], [3, 8]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,0,,"[[5, 6, 1, 7], [7, 5, 11, 2]]"
12.96.5.h.1,12.96.5.6,,12A5,,,,12,96,5,"[4, 4]",8,0,[],"[[2, 16], [3, 8]]",False,True,True,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",2,0,True,"[[0, 11, 11, 9], [6, 1, 5, 6]]"
12.144.5.a.1,12.144.5.2,,12B5,,,,12,144,5,"[4, 4]",16,4,[],"[[2, 18], [3, 8]]",False,False,True,"[[1, 1, 1, 1], [1, 2, 1, 1]]",2,1,False,"[[1, 6, 0, 1], [5, 0, 0, 1], [5, 0, 0, 5], [7, 0, 0, 7], [7, 0, 6, 1]]"
